review,sentiment
"Once again proving his amazing versatility, John Turturro plays the introspective Russian chess genius preparing for a comeback tournament, and forging an unlikely relationship with a gadabout fellow resident (Emily Watson) at a 1920's Italian hotel. They fall in love,to the horror of her social-mountaineering mother (Geraldine James).A wonderful love story, whose gloss of chess might make it appear cerebral.But in spite of its origins in a Nabakov story, it certainly is not .The romantic elements and the sense of time and place beat the psychological analysis hands down.John Turturro, having appeared in ""Barton Fink"" ,""O Brother,Where Art thou?"" ""The Big Lebowski"" proves that he is not dependant on Coen Bros films to assert his stature.",positive
"Watching It Lives By Night makes you wonder, just who in the world greenlit this crap. A newlywed couple go spelunking on their honeymoon, get attacked by bats and the husband starts to run around in his pajamas attacking various people. And where exactly are they? They're in the desert, then they're skiing, then they're in a small town that looks like it has mountains nearby. The town is run by a sheriff who likes to watch and has a personal vendetta against whiny doctor boy. The ski hospital is run by a really groovy guy with a nice thick mustache and the wife looks like Mary Tyler Moore or Marilyn Quayle. There's no dramatic tension and the ending will leave you filled with anger. Special effects and makeup guru Stan Winston did the effects for this movie. I guess you have to start somewhere.",negative
"When one considers that Carson McCullers is one of the foremost literary figures of the 20th century, it seems that it needs a very great lack of talent to be able to ruin one of her stories, but this movie shows it can be done! How do actors ingratiate their way to becoming directors? Wooden, unatmospheric, unsympathetic, totally out of sync with the poetic compassion of McCullers' writing, my jaw dropped with horror and disbelief that such a mish-mash of a movie could ever have found finance and backers. The only redeeming features are some moderately good acting, (although that said, Vanessa Redgrave seems to permanently render much the same performance whatever character she plays), and some good cinematography in places, but otherwise it is a bitter, bitter disappointment, and it could, and indeed should, have been a contemporary masterpiece. Simon Callow should hang his head in shame and stick to acting!",negative
"A great concept, a great cast, and what a pity there wasn't more time to flesh out the story. I loved it and wanted more. Dench, Dukakis, and Laine, now there are some REAL women! Still, Dench and her character alone had enough substance to carry the script over some of its lesser moments. I have it on tape and will continue to watch it, hoping that there is a clue at the end that suggests there will be a sequel.<br /><br />Top drawer! - No Question! - No Argument!<br /><br />",positive
"I really think that people are taking the wrong approach at this one. First of all, I find this short-film very entertaining and interesting. I just take it for what it is. I think the suspense and mystery are ingenious in their insinuation upon the watcher. One other thing that caught my fancy was that it immediately gets the viewer involved even though there is no clear story, just hints and pauses and emotions played out by the characters that kind of give you the impression that there is a story to all that is going on. No-one else could have done that better than Lynch. This is the essence of lynchianism at its best. Sure, I will agree with anyone that people that start viewing this with the desire to be entertained without any really imaginative work from the viewer's side, will find themselves disappointed. And in good right. Lynch is not about that. At least this side of Lynch is not. The one that helped make Lost Highway/Mulholland Dr. is at full tilt here and people that just expect to be entertained like they would watching anything else, will just not get what this is all about. My opinion is that Darkened Room is all about messing with your animal-core, your instinctual self, by giving you the means (image, sound, situation) by which you instinctively react. It's not about pleasure of any kind, it's about getting the desired reaction out of you. And, that, my friend, is pure art.",positive
"Another stinker from the PM Entertainment group, and thankfully one of their last.<br /><br />'Firetrap' is effectively a very low budgeted remake of 'The Towering Inferno' I don't mind Low budget B Movies as long as some effort is put into them - there is no effort whatsoever in 'Firetrap' is stars Dean'Superman'Cain, who is an absolutely terrible actor, seriously he has all the acting abilities of a porn star, but he turns out to be the best actor here and that's saying something, the rest are just a bunch of no hopers given the boot from various daytime soaps. The special FX are just rubbish, shots showing the burning building from the ground are among the worst I've ever seen, the fire looks like someone scribbled an orange pen at the front of the camera. on top of that there is not one character you actually root for - you hate everyone and hope they all die well before the 90 minutes are up.<br /><br />The script is embarrassing - The red herring's are signposted well in advance, someone else has mentioned this but 'The scene where the janitor fights off a blazing fire engulfing the building with his broom....hilarious, or same janitor going into a room marked 'Hazardous Material', Were these scenes supposed to be tongue-in-cheek? somehow I doubt it<br /><br />The one good point and only one good point was there was a fair bit of action in amongst the daytime soap dramatics which kept my attention, but so little care was given to everything in the film, I can't recommend it - Watch 'The Towering Inferno' instead<br /><br />3/10",negative
"Following his role in the fine caper SEVEN THIEVES (1960) – which I’ve watched several years back – Edward G. Robinson seemed to be stuck playing elderly criminal mastermind types (apart from the odd juicy role as in THE CINCINNATI KID [1965]). I’d previously watched the pretty good “Euro-Cult” effort GRAND SLAM (1967) and, apart from this, I’ve yet two more similar titles from Italy to check – one of which was directed by future goremeister Lucio Fulci! Anyway, this is the kind of international production – featuring American and Italian actors and a British director – which was prevalent during the 1960s; it’s harmless and easy-going in itself but hardly memorable and definitely overlong – especially since to procure finance for the heavy-duty equipment required for the heist (such as an army tank and an airplane!), the gang involved have to pull a variety of minor thefts first.<br /><br />The gang, of course, is an incompetent lot led by an American (Robert Wagner) and his bimbo girlfriend (Raquel Welch) – the others are a ‘pacifist’ black man, a perennially hungry Italian and a diminutive Englishman. They try to induce an ex-gangster (Vittorio De Sica) to turn over his fortune to them, except he’s destitute…but, under the auspices of “Professor” Robinson, he proposes instead a caper of 5 million dollars’ worth of platinum! Needless to say, the gang members don’t trust one another (Wagner instructs Welch to seduce De Sica so as to get the name of their fence in Morocco – where they are to retreat after the robbery), or else bungle the job (commissioned to hold up a restaurant, the Italian can’t resist sitting at table and order a multi-course meal for himself!). Amusingly, in the face of similar failures, De Sica tries to show them how they used to do it in the old days – however, ostensibly holding up a petrol station, it transpires that the owner is a nephew of his and he merely asked to borrow some cash! <br /><br />The central heist sequence is typically elaborate: while the gang, including Welch, ‘take’ the train transporting the platinum, Wagner kidnaps pilot Victor Spinetti and his airplane. When the job is done, he fully intends to double-cross De Sica – but neither his partners nor Welch herself are willing to go along with this, so he’s forced to relent. Coming from the time when crime didn’t pay, the gang contrives to lose all their stash in mid-air when the plane’s bomb-bay doors are accidentally opened…",negative
"The big bad swim has a low budget, indie feel about it. So many times I start to watch independent films that have had really good reviews only to find out they are pretentious crud, voted for by people who are so blinded by the idea of the film and its potential to be provocative that they forget that film is a form of entertainment first and foremost.<br /><br />I do not know if The big bad swim has any message or higher meaning or metaphor, if it does then I missed it.<br /><br />From the get go BBS felt right, it was easy and warm and human, there were no major dramas or meaningful insights, I just connected with the characters straight off. And when, as with all good films the end came around I felt sadness at the loss of that connection.<br /><br />If you are looking for something big, or fast or insightful look elsewhere, look for a film trying to deliver more than it can. BBS delivers a solid, enjoyable, real experience and I felt rewarded and satiated having watched it.",positive
"Richard Pryor's early 80s running down the street on fire incident must have affected him somehow. In his stand up,he jokes about it getting great laughs. It seemed to have done something involving the projects he chose. The Toy is about the lamest he ever chose,aside from I guess Another You.<br /><br />A movie where a white man buys his son a black man? Nice little bit of underlying political incorrectness before thee was such a thing. It's seeing Richard getting all sentimental that made me finally walk out before the end. I wanted to see Pryor get even with this brat,instead it becomes the misunderstood kid nauseum! At least Gleason had his moments. Ignore this and watch Pryor with Gene Wilder or any of his '70s stuff. This is a waste of any movie watcher's time!",negative
"I Would have to disagree strongly with the previous lame comment. I watched this not expecting too much from it. The Fact is that the cast were superb, Especially The lead Teen Female. The dark sides of them all came through, all were messed up in an not obvious way. There was an underlying current which ran through the movie of teenage angst and sexuality. The serial killer role was played well also as you could feel he had gone through what they had as children. What this movie is, is a strong drama/thriller. Yes I would agree they don't do the obvious, but you could relate with the messed up teenage heads they did what they did and it is believable. Also a decent dark ending, instead of which could have so easily been an opt out happy one. The attention to detail in the movie was fantastic also. I very good solid 7 out of 10. A little slow at times, but lets a thinking person see where the characters are coming from.",positive
"So many films are now in a Genre described as ""Comedy/Thriller"", as was this one. A fine cast, interesting premise, but what an unpleasant film to watch. Into Hemp films? Then either ""Saving Grace"" or ""Lock, Stock..."" are far more enjoyable films. Rating: Just 2 out of 10 Roach Clips",negative
"Revolt of the Zombies is BAD. There is nothing remotely entertaining about the movie. It is dull, lifeless, poorly acted, and poorly scripted. I've often complained that the original Dracula is a little slow for my taste, well this movie makes Dracula look like a roller coaster ride. The 65 minute running time seemed like 165 minutes.<br /><br />The story: An expedition is sent to Cambodia to find the secrets of mind control through ""zombification"". One man finds the secret and uses it to make the woman he loves marry him. Once this happens, he releases the zombies under his control to horrific consequences. That's it. That's the whole story.<br /><br />For most of the movie, I was trying to figure out where I had seen the male lead. He looked so familiar. I had plenty of time to think this over. Nothing was happening in the movie. Just before the ""zombies revolted"", it hit me. It was Dean Jagger. I had seen him recently as the General in White Christmas. This is how I ""entertained"" myself throughout most of the movie.<br /><br />I'm just glad I didn't buy the DVD for this movie. King of the Zombies is on the other side and it's a masterpiece of film making compared with this movie. For what it's worth, I'll give it a 2/10. (I won't go to 1/10 because, believe it or not, I've seen worse.)",negative
"Seems everyone in this film is channeling Woody Allen. They stammer and pause and stammer some more. Only for REALLY die-hard DeNero fans! It tries to appear as edgy and artistic - but it comes off as looking like a very, very low budget film made by college students. The most often used word in the whole film is ""hum"". The film does peg the atmosphere of the late sixties/early seventies though. If you like films where people are CONSTANTLY talking over each other, horrible lighting (even if it is for ""art's sake""), and makes you feel like you are sitting in on a lame political meeting, then you might like this - but you need to be really bored. I found this CD in the dollar bin and now I know why.",negative
"Just ingenious enough to be plausible and still a lot of fun, this is a pure slice of the 1970s (Even the cops need haircuts badly!). Shot in and around London, the plot of the American ex-con who tries going straight but finds himself sent as an electrician to a bank in Mayfair, and then has the screws put on by crime lord David Niven, and finds himself plotting the crime of the century is well-handled.<br /><br />I liked its simplicity and even innocence, it harks back to a time when caper films where just that, a caper, and violence wasn't a part of the deal.<br /><br />All in all you could do a lot worse than watch this: it has enough twists and turns to give it some oomph and a cast that obviously had fun making it.<br /><br />Nicely made and watchable.",positive
"I watch most movies that Nick Mancuso is in because, frankly, I love the guy, even though as he ages he is typically cast as the baddie (long-time fans should note that he is for some reason blond in this flick). It's a fairly familiar movie in terms of plot (but then most movies these days aren't exactly original), but Rick Roberts is appealing as the imperfect husband, Martha MacIsaac is equally appealing as the daughter, and Mitzi Kapture does a good job, if that was her goal, of being angry and sometimes pretty hard to like. Nick has still got it in terms of being able to demonstrate both charm and psychosis. However, too much of the plot takes place off-screen -- like motivation, prior behaviors, good times and bad times -- and things that seem apparent to the characters never quite make it to the audience (i.e., me). The final scene leaves everything to be desired in the ""but what about..."" category, and overall, I can't say that I cared much about any of the characters. That being said, it was what it was -- a reasonably entertaining way to spend the afternoon -- and I still like Nick.",positive
"An insane assault on viewers senses. This is a mish-mash of assorted Hindi and English movies - poorly done. The name carries over from a 70s' multi star cast, which the 2002 version also boasts of. The story is taken from the 70s' Sunil Dutt/Reena Roy starrer - ""Nagin"" and visual effects taken (a horrible attempt) from The Matrix, Terminator 2 and Mission Impossible II.<br /><br />Set in a college environment (Sunil Shetty, Akshaye Kumar, Manisha - college kids!!!???!!), Manisha Koirala is the victim, who mistakes a fatal assault on her by two students as a collective effort on the part of our heros. As it turns out Manisha is a Cobra (Nag) snake reborn as a girl in this life and her mate from the previous life, now a super powerful-all-and-any-shape-assuming (Ichadhari Nag) - Munish Kohli, is out looking for her in this life. Manisha appeals to him to avenge her violation and murder.<br /><br />So begins the mad killing spree, where the avenging lover starts singling each male of the group, with increasing powers and tricks with successive attempts. The effects are extremely cheap, with computer generated skeletons, morphing bodies and motorcycle stunts completing the farce.<br /><br />Carry over from Nagin includes Raj Babbar playing a catholic priest who provides temporary relief to our boys with a more ""Religiously correct"" multi-religion locket (the original Nagin only had an ""Om"") . Sunny Deol plays Manisha's love interest in her current life and the ultimate saviour against the all powerful Munish Kohli.<br /><br />Music and songs are below average.<br /><br />Avoid if you don't fancy cheap thrills.",negative
"I should say at the outset there are many, many things I love about 'Forbidden Planet' and yes, I certainly consider it a 'classic' science-fiction film for many reasons. But the adulation it has received over the years goes a bit over the top in my opinion. No less an authority than Leonard Maltin says 'Forbidden Planet' ""...is one of the most ambitious and intelligent movies of its genre."" Ambitious? Without a doubt. Intelligent? Depends on what part of the film you're talking about. It certainly was the most prestigious and highly-budgeted science-fiction flick to that point. At a cost of nearly $2 million (this was 1956, remember), MGM pulled out all the stops to produce a dazzling, eye-popping outer space adventure unlike anything seen on the big screen before, even employing artists from the Disney studio for some of the more elaborate special effects. 'Charming' is not usually a word used to describe special effects in sci-fi movies, yet that is the one that seems most appropriate here. Even the dreaded 'Monster from the Id' is only a well-rendered cartoon figure by the Disney people, unlikely to frighten anyone over the age of 8. When I see the various sets and take note of the art design, models, costumes, etc., I am reminded of nothing so much as 'The Wizard of Oz,' with its gorgeously saturated colors and elaborate if not always convincing effects. So much work has gone into these films that one is inclined to smile in admiration at the effort regardless. 'Forbidden Planet' is wonderful to look at. The scenes take place on obvious stage sets that are fabulously decorated, matte paintings of planets and space in the background, and intricately designed miniature sand dunes and so forth to give the illusion of depth. It's a bit like watching the most elaborately-produced stage play you'd ever see. The most believable and convincing scenes are probably the ones inside the massive Krell complex, where shots showing the vast depth and width of this inner space are well-done and credible. But then we get to the actors, darn it. The performances are almost uniformly awful, though in fairness one has to say the dialogue hardly ever transcends the level of adolescent locker-room humor, except for some passages of barely adequate scientific technobabble. Even the great actor Walter Pidgeon is reduced to giving such a hammy performance, it's lugubrious at times. A very young Leslie Nielsen stars as the spaceship commander J.J. Adams, and doesn't convey an ounce of believability or conviction in the entire film. He seems to instinctively know, thirty years ahead of time, that his true forte' lay in comedy, as there are times he seems barely able to keep a straight face reciting his lines. Every forced reaction, whether it is anger or passion or solemn meditation, looks right out of a high school play. Anne Francis, also very young, fares a little better as the supposedly innocent Alta, whom we are to believe has never seen a human male other than her father until the crew of the spaceship shows up. (Alta Morbius, now there's a name for you.) Unfortunately, even at this early age, Anne Francis seems about as virginal and naive as Elizabeth Taylor in 'Butterfield 8.' There is a good story here, buried somewhere beneath the crew-mates' leering comments about Alta and yet another juvenile subplot concerning Earl Holliman's 'Cookie,' ship's cook. (Holliman turns in a horrendous performance too. I'm guessing all these actors went straight from this movie to acting school.) Based on Shakespeare's 'The Tempest,' the story of a dead race, the Krell, and the fantastic world of machines they left behind is what most people tend to remember about 'Forbidden Planet,' and for good reason. For a few minutes here and there, you can forget about the rest of the movie and be dazzled by the Disney artists' conception of the Krell underground complex. Is it enough to make up for the rest of the film's shortcomings? You'll have to decide that on your own. Oh, and of course there's Robby the Robot, every 1950's ten-year-old's idea of what a robot should look and talk like. He's funny. In places. So, 'Forbidden Planet' to me is a very, VERY mixed bag. It deserves credit for being the inspiration for a whole wave of sci-fi films and TV shows that followed, not least of which was 'Star Trek.' But I would suggest that anyone who thinks it's more than well-staged comic book sci-fi go back and watch it again.",positive
"I thought this movie did a down right good job. It wasn't as creative or original as the first, but who was expecting it to be. It was a whole lotta fun. the more i think about it the more i like it, and when it comes out on DVD I'm going to pay the money for it very proudly, every last cent. Sharon Stone is great, she always is, even if her movie is horrible(Catwoman), but this movie isn't, this is one of those movies that will be underrated for its lifetime, and it will probably become a classic in like 20 yrs. Don't wait for it to be a classic, watch it now and enjoy it. Don't expect a masterpiece, or something thats gripping and soul touching, just allow yourself to get out of your life and get yourself involved in theirs.<br /><br />All in all, this movie is entertaining and i recommend people who haven't seen it see it, because what the critics and box office say doesn't always count, see it for yourself, you never know, you might just enjoy it. I tip my hat to this movie<br /><br />8/10",positive
"Remember the name Kevin Lime - and please, please never let<br /><br />him direct again. Timing, pacing, editing: all hopelessly wrong.<br /><br />Three or four decent professionals (next time, guys, walk off the<br /><br />set) can do nothing to save this film from amateurs like Alice<br /><br />Evans, and the kind of production standards you'd expect from<br /><br />teen-produced children's shows on british TV.<br /><br />Greatest mystery: the music. A score so inept, inappropriate and<br /><br />ill-matched to the tone of the film that one seriously wonders if it is<br /><br />a case of sabotage. Add an acoustic that booms apparently<br /><br />unengineered from a single mike, and a director who only<br /><br />intermittently remembers to add auditory action offscreen, and we<br /><br />have what must be on of the greatest ratio of money to result of<br /><br />recent years.",negative
"this movie is quite bad, aggressive, not played well, not directed well, seems low budget, low quality,emotionaly weak and disconnected. after watching earlier comments, went to see it, but if u try to compare it with apocalypse now, PLATOON, or any others, u'r really off the tracks. this movie looks like a 60's old and purely made film with cast of grown neanderthals, not to mention (or actually do), not paying attention to details like changing rounds, low budget fireworks and all sorts of poorly filmed characteristic. is watchable though, if u'd like to see it as an early development of the movies document.. not to go back!!<br /><br />p.s - afterall, the guys are quite alright.",negative
"The film's title makes it sound like a porno but it's not even a sex comedy. Instead, Hot Summer in Barefoot County is about an official sent from a southern state to a small town to locate and arrest moonshiners. The moonshine though is coming from the farm of an old woman with three beautiful daughters. Almost anyone can guess what happens next but oddly, the film is very tame. It hardly even qualifies for a PG rating. What's more, the low budget is obvious in pretty much every shot and the acting is sooooo amateurish. This film was probably intended for the drive-in crowd but it's unlikely that it satisfied them, even in 1974.",negative
"Matthew Aldrich. This is a name worthy of remembrance. This is the individual that took fingers to keyboard and came up with one of the worst scripts of all time. Cliché. Predictable. An insult to the public's intelligence.<br /><br />Is he the sole beneficiary of blame? Of course not. Renny Harlin took this abysmal excuse for a script and made it into a movie. Sam Jackson and Ed Harris actually read it (or not) and chose to star in it. Culpability abounds.<br /><br />This is the Denise Richards of film scripts. There aren't enough Razzies in the universe to give proper recognition to how truly horrible this writing really is.<br /><br />In all fairness, Samuel Jackson's profession is incredibly novel and the manner in which it's presented is highly creative, but, at the end of the day, it's all just trimmings. Pretty trimmings.<br /><br />Package it any way you want- garbage writing is still garbage writing.",negative
"I saw this ""movie"" partly because of the sheer number of good reviews at Netflix, and from it I leaned a valuable lesson. Not a lesson about ethnic diversity however...the lesson I learned is ""Don't trust reviews"".<br /><br />Yes, racism sucks and people are complicated, but the people who actually need to see this movie are going to be the ones who are the least drawn to it and least affected by it if they DO see it. The only reason that I can think of for the number of good reviews is that it's being reviewed by people who aren't used to thinking, or who've seen their first thought-provoking movie and somehow think that Haggis invented the concept. In fact, he basically made this film, which should be called ""Racism For Dummies"", as emotionally wrenching as possible, seemingly to give people who don't spend a lot of time thinking the impression that they've discovered some fundamental truth that's never been covered in a film before. Zen and the Art of Motorcycle Maintanence it's not... An after-school special for the unthinking masses, cut into bite-sized overwrought ham-fisted pieces to make it easier to swallow without too much introspection.<br /><br />It's as if they portrayed everyone as being the worst possible extreme, simply to make us happy that we're such good people because we don't identify with the characters. Let's face it people. NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes). It's well acted (even if the dialog is atrocious) and cleverly executed, so much that you don't think to ask ""where's the beef?"" until you can tell the film is winding down. The flaming car scene was well executed, like much of the movie, but went nowhere in the end. <br /><br />The messages are very heavy-handed, and from the ""behind the scenes"" blurb, the producers were clearly watching a different movie, because there is very little to laugh about in this movie, even during the intended funny parts. I have to stress that this is NOT entertainment, more like a high school diversity lesson...call it the ""Blood on the Highway"" of racism. They could even show this in high schools if it weren't for the ""side-nude"" shot of Jennifer Esposito.<br /><br />In this film, everyone's a jerk and everyone learns a lesson (except for Michael Pena who gets the best role, but the most predictable storyline).<br /><br />This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.<br /><br />Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.",negative
For his first ever debut this film has some riveting and chilling moments. In the best horror film fashion the pit of your stomach tightens every moment during this film. The ending is superb. The makers of Blaire Witch obviously watched this film it's ending wasn't an end but a beginning of the end. A great movie and only a piece of Japan's great as far as scare factor a perfect score it makes you think and scared out of your mind.,positive
"I stumbled on to this site while looking for a video or DVD of the 1959 version Porgy and Bess with Sammy Davis as Sportin' Life. If anyone finds this on a home movie format please let me know. I talk to my daughters all the time about things that they think are new which, actually have already been done. We went to see a live theater of version a couple of years ago and all I could talk about was this film. Sadly my daughters cannot remember seeing Sammy Davis Jr. in any production, although they have heard of him. Needless to say, they're not familiar with the other great actors in the film. It is a major oversight not to have this classic film (because of the cast) on a home movie format for collectors and for future generations. Anyway, in my opinion this version was the best!",positive
"Did you know, that Anthony Kiedis, (singer from the Red Hot Chili Peppers) father is in this movie. Blackie Dammit, is Anthony's father. I noticed this after reading ""Scar Tissue"" Anthony's autobiography, and saw a picture of his father. I thought, ""well, that guy kinda looks like that guy from that movie I saw in the eighties. Then I read more and it said his father was an actor that had a few small roles. After checking this site, and comparing with a search on the net, I realized it really is his father in the movie. It's funny, because nowhere in the book does it mention him being in this movie. Perhaps his son was ashamed of his father's acting job in this flick, but he need not be. I think his father, Blackie, did a great job in the show.",positive
"Forget Jimmy Stewart reliving his life and opt for this smart comedy of errors instead. I suppose only institutionalized sexism explains why this flick and Stanwyck's other great Christmas story, ""Meet John Doe"" aren't revered with the same level of love as...well, you know it's name.<br /><br />Stanwyck plays a food writer for a McCall's-type rag who has been lying for years to her pompous publisher about the folksy setting for her recipes. She's an ace b.s. artist until the day Morgan's sailor is pulled from the ocean after 18 days afloat & 6 weeks recuperation in a Navy hospital. Released the last year of WWII, the film is dusted with subtle patriotic gestures and holiday nostalgia but never sinks to sentimentality. Stanwyck is sexy and sassy as always and meets her match in the hunky Morgan with whom it's love at first sight. Unfortunately, she has to play married to Gardiner's prissy architect who actually has been seeking her hand for years at his farm in CT, just to fool her boss.<br /><br />S.Z. Sakall adds a great deal of Hungarian malaprop & double-entendre humor in support as Babs' true source of culinary talent & Una O'Connor is hilarious as Gardiner's obnoxious Irish housekeeper.",positive
"*Flat SPOILERS* <br /><br />Five med students, Nelson (Kiefer Sutherland), David Labraccio (Kevin Bacon), Rachel Mannus (Julia Roberts), Joe Hurley (William Baldwin) & Randy Steckle (Oliver Platt) decide to attempt an experiment; dying for exactly 5 minutes (it is the maximum amount of time somebody can do this before being risk of brain damage).<br /><br />Almost everyone does this experiment, Randy being the lone exception, but they begin to have unwelcome visitors; David sees a little black girl shouting crude insults to him, Joe sees all the women he has had sex with (and which he videotaped) asking him why from the TV Screen, Rachel relives her father's suicide and Nelson faces a little boy with murderous intentions.<br /><br />Why are they here? And how will they get rid of them? This tense and interesting movie, set in an hallucinated city and into a Gothic Med School, is quite the experience, both for the story and the characters, played by then-budding stars such as Kiefer Sutherland, Julia Roberts, Oliver Platt, Kevin Bacon and William Baldwin.<br /><br />The director is Joel Schumacher, who had already worked with Sutherland in 'Lost Boys', and this second cooperation is even better than the first.<br /><br />A must for psychological-thriller-horror buds and metaphor lovers (this story is about forgiveness and righting of past wrongs), this is one of the minor classics from the '80s that get respect even today, like the mention by Rebecca Gayheart in 'Scream 2' or the Tru Calling episode which used the movie's premise.<br /><br />Flatliners: 9/10.",positive
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo. Even the squibs look awful. At no point in the proceedings does it look remotely like America. Three wonky old cars do not a country make.The Mustang even has a wobbly right front wheel. The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing. It couldn't come soon enough. Even the jewellery from the robbery looks like the cheapest junk costume jewellery available. The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time. Worth watching if you want to know how not to make a cliché-ridden low budget movie.",negative
"GoldenEye is a masterpiece. The storyline is amazingly depicted, the characters beautifully animated and the weapons are tyte. The storyline is so interesting, even when you complete every single mission, to get more levels you have to beat them on a higher difficulty. And the multiplayer mode is so tyte. You pick the weapons you want to play with, then play. Me and the three of my friends, along with my brother, always play Goldeneye. If you don't have this game, I suggest you buy it.",positive
"1- Stephen Baldwin doesn't care about his involvement in Stephen Baldwin vehicles.<br /><br />2- The acting in any Stephen Baldwin vehicle ranges from horrible to mildly passable.<br /><br />3- Writers don't write Stephen Baldwin vehicles, children do.<br /><br />4- Most of the Stephen Baldwin vehicles revolve around one genre- the Actionless Action genre. It basically consists of crappy action sequences made with little to no effort whatsoever. <br /><br />5- The director doesn't care about Stephen Baldwin vehicles; he passes his job to an orangutan from time to time.<br /><br />And now you know.",negative
"I saw this film at the 2005 Edinburgh International Film Festival. <br /><br />This film had been compared in the EIFF program to Sideways - which I liked - so I was quite looking forward to this movie. I also liked Garden State, Napoleon Dynamite etc... so I have had good recent experiences with slightly weird American indy films.<br /><br />Unfortunately, I found that Puffy Chair does not compare favourably with any of these movies.<br /><br />I was sitting for 35 minutes waiting for something amusing, witty, insightful or even mildly interesting to happen. It didn't - and the shaky video cam was making me sick - so I left.<br /><br />This is only the second film I have ever walked out from (the first was ""Showgirls"") which is slightly disappointing. I probably could have lasted the duration had it not been for the nauseating effects of the wobbly picture - but nothing within the first 35 minutes gave me the impression that I would be missing anything.<br /><br />Disappointing.",negative
"This is beyond a shadow of a doubt the absolute worst movie I have ever seen. It's been a long time since I've seen it, but the jokes are NOT funny, the plot is painfully forseeable, calling the main characters stupid is to vastly upgrade their intelligence...uggh! I just wanted to punch Tom Arnold and make him cry because he wasted two hours of my life when I was done watching this piece of cinematic filth. I don't even know why I ever wanted to watch it, but remember if you see this movie: DON'T SAY I DIDN'T WARN YOU.<br /><br />PS Tom Arnold's character sings a song in this movie called ""I'm My Own Grandfather."" Nuff said.",negative
"Gordon goes over the top in typical Full Moon fashion, but that's to be expected. Combs is surprisingly low-key, keeping his performance at a more realistic level than we are used to seeing. Also gone is the usual Stuart Gordon 'tongue-in-cheek' black humor.<br /><br />The film is quite effective in showing Combs' break down and his final heroic act to save his wife & daughter. You actually feel sympathy for his character, despite his short-comings.<br /><br />Personally, I was more surprised at the nudity and borderline porno sex scene, than I was shocked by the graphic violence & gore.<br /><br />Not classic Gordon, but certainly something you might enjoy if you've seen his more famous films.",negative
"I waited a long time to finally see what I thought was going to be a fun caper flick and was shocked to discover shoddy direction, awkward dialogue, a lackluster pace, unmotivated slapstick gags and an overall coarseness that permeated the film throughout. Just not funny! The sets looked cheap, the costumes by the usually excellent Donfeld are garish and distracting. Even the title song is annoying. The whole children's book characters doesn't come close to representing the married couple whose life is turned upside down when he loses his job. For a film that seems to aim a dart at the unfairness of welfare and unemployment systems, the filmmakers have no problem in being unfair themselves, allowing Hispanic, black and gay stereotypes played at such a cruel level. The look of the film resembles any episode of Love American Style. This is not a compliment. Tacky seventies fashions abound in this world of white collar theft that only lends an air of implausibility to every situation. Outside of a clever initial idea, and two capable stars in Jane Fonda and George Segal, this dated exercise in social commentary comes off as forced and mean spirited to minorities, especially to gay people. If you want a better caper film, you're better off with The Hot Rock with George Segal and Robert Redford or What's Up Doc with Ryan O'Neal and Barbra Streisand. Now that's funny!",negative
"I remember when I was five and my parents thought it was a regular cartoon movie....except when the bras and bullets started flying. I have to agree this movie will make anyone and everyone upset because it is set to discriminate everyone and anyone....but the truth is it is funny as hell as it is deep. I recommend this to anyone who likes cult classics. Also try Fritz the cat and the NINE Lives of Fritz the Cat. If I'm correct Ralph Bashki did that movie too.It involves a cat that goes through hard times with family, streets,jobs , etc. When I was old enough I rented all of these movies out. Because Coonskin was an offensive title during that era it was also labeled as Street Fighter. Ralph Bashki also made Cool World starring a very young Brad Pitt. Heavy traffic was another cartoon that dealt with the street life of a young man.",positive
